Individual statistics:

Lc0 - 2551    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2100    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2079    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2656    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2700    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2055    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2775    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1970    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1940    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2878    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1900    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1854    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3100    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1800    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1777    : 2 (+  0,=  2,-  0), 50.0 %
Lc0 - 3200    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1629    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 341     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1600    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1549    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1533    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3701    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1440    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1372    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1225    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1111    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 711     : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 0       : 2 (+  2,=  0,-  0), 100.0 %

42 Lc0 - 915  :1949.7 81 (+ 19,=  5,- 57), 26.5 %

Lc0 - 2317    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2400    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2125    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2551    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2100    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2079    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2656    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2775    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1970    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1940    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2878    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2900    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1854    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3100    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1777    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3300    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1700    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1629    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 3400    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 341     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1600    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1549    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 2 (+  0,=  2,-  0), 50.0 %
Lc0 - 1533    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1500    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3701    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1440    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1372    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1225    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1111    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 711     : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 851     : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 0       : 2 (+  2,=  0,-  0), 100.0 %

43 Lc0 - 2100 :1943.1 82 (+ 17,=  7,- 58), 25.0 %

Lc0 - 915     : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2317    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2500    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2125    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2551    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2079    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2656    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2700    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2775    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1970    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1940    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2878    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1854    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3000    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3100    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1777    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1629    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 341     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1600    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1549    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1533    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3701    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1440    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1372    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1225    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1111    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 711     : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 851     : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 0       : 1 (+  1,=  0,-  0), 100.0 %

44 Lc0 - 2656 :1923.9 81 (+ 15,=  7,- 59), 22.8 %

Lc0 - 915     : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2317    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2400    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2125    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2551    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2100    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2079    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2775    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1970    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1940    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2878    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2900    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1854    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3000    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3100    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1800    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1777    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1700    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1629    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 341     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1600    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1549    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1533    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3701    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1440    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1372    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1225    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1111    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 711     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 851     : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 0       : 1 (+  1,=  0,-  0), 100.0 %

45 Lc0 - 2551 :1870.2 81 (+ 14,=  2,- 65), 18.5 %

Lc0 - 915     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2317    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2125    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2600    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2100    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2079    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2656    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2775    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2800    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1970    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1940    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2878    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1854    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3000    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3100    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1777    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1700    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1629    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 341     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1549    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1533    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1500    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3701    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1440    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1372    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1225    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1111    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 711     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 851     : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 0       : 1 (+  1,=  0,-  0), 100.0 %

46 Lc0 - 711  :1832.6 81 (+ 12,=  7,- 62), 19.1 %

Lc0 - 915     : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2317    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2500    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2171    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2125    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2551    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2100    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2079    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2656    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2775    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1970    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1940    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2878    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2900    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1854    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3100    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1777    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3200    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1700    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1629    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 341     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1600    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1549    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1533    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1500    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3701    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1440    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1372    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1225    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1111    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 851     : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 0       : 2 (+  2,=  0,-  0), 100.0 %

47 Lc0 - 2500 :1767.9 81 (+ 10,=  5,- 66), 15.4 %

Lc0 - 915     : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2317    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2400    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2171    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2125    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2551    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2100    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2079    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2656    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2700    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2775    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1970    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1940    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2878    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2900    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1854    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3100    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1777    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1700    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1629    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3400    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 341     : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1600    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1549    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3500    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1533    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1500    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3701    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1440    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1372    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3988    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1225    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1111    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 711     : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 851     : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 0       : 2 (+  2,=  0,-  0), 100.0 %

48 Lc0 - 2317 :1567.6 82 (+  5,=  3,- 74),  7.9 %

Lc0 - 915     : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2400    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2171    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2125    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2551    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2100    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2079    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2656    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2700    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2775    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1970    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1940    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2878    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1854    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3100    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1777    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1700    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1629    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3400    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 341     : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1600    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1549    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3500    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1533    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1500    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3701    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1440    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1372    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3988    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1225    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1111    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 711     : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 851     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 0       : 2 (+  1,=  0,-  1), 50.0 %

49 Lc0 - 341  :1539.0 81 (+  4,=  4,- 73),  7.4 %

Lc0 - 915     : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2317    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2400    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2500    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2171    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2125    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2551    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2600    : 2 (+  0,=  0,-  2),  0.0 %
